Geo Point;Geo Shape;gares_id;nom_long;nom;nom_sous;nom_sur;id_ref_lda;nom_lda;id_ref_zdl;nom_zdl;num_mod;mode_;fer;train;rer;metro;tramway;navette;val;terfer;tertrain;terrer;termetro;tertram;ternavette;terval;idrefliga;idrefligc;ligne;cod_ligf;ligne_code;indice_lig;reseau;res_com;exploitant;num_psr;idf;principal;x;y;picto ligne
48.8373074946,2.29663034323;"{""type"": ""Point"", ""coordinates"": [2.296630343233871, 48.837307494582205]}";206;CONVENTION;Convention;;;71075;Convention;42751;Convention;2323;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;C01382;12;4.0;12-112037;12;METRO;METRO 12;RATP;0;1;0;648372.7098;6859925.0172;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49
48.863257945,2.36666109472;"{""type"": ""Point"", ""coordinates"": [2.36666109471649, 48.86325794496609]}";283;FILLES DU CALVAIRE;Filles du Calvaire;;;71277;Filles Du Calvaire;58727;Filles du Calvaire;2208;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01541;C01378;8;15.0;8-108053;8;METRO;METRO 8;RATP;0;1;0;653535.9904;6862766.9605;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51
48.87080998,2.36102746692;"{""type"": ""Point"", ""coordinates"": [2.361027466917371, 48.87080998002082]}";370;JACQUES BONSERGENT;Jacques Bonsergent;;;71322;Jacques Bonsergent;43417;Jacques Bonsergent;2111;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01538;C01375;5;11.0;5-105061;5;METRO;METRO 5;RATP;0;1;0;653129.4916;6863610.0193;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273
48.8459506666,2.35505026306;"{""type"": ""Point"", ""coordinates"": [2.355050263061039, 48.84595066664206]}";384;JUSSIEU;Jussieu;;;71148;Jussieu;43493;Jussieu;2166;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;C01377;7;13.0;7-110065;7;METRO;METRO 7;RATP;0;1;0;652668.4784;6860849.4399;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a
48.8904854538,2.35999576641;"{""type"": ""Point"", ""coordinates"": [2.359995766405675, 48.890485453847326]}";519;MARX DORMOY;Marx Dormoy;;;71510;Marx Dormoy;44113;Marx Dormoy;2300;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;C01382;12;4.0;12-112083;12;METRO;METRO 12;RATP;0;1;0;653071.5478;6865798.4225;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49
48.8501273238,2.34805429048;"{""type"": ""Point"", ""coordinates"": [2.348054290484543, 48.85012732379642]}";525;MAUBERT-MUTUALITE;Maubert-Mutualité;;;71190;Maubert Mutualité;44119;Maubert Mutualité;2282;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01543;C01380;10;2.0;10-110061;10;METRO;METRO 10;RATP;0;1;0;652158.9045;6861318.0602;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049
48.8479348079,2.26421877705;"{""type"": ""Point"", ""coordinates"": [2.26421877705025, 48.84793480790043]}";542;MICHEL-ANGE-AUTEUIL;Michel Ange-Auteuil;;;71206;Michel-Ange - Auteuil;44138;Michel-Ange - Auteuil;2266;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01543;C01380;10;2.0;10-110031;10;METRO;METRO 10;RATP;0;1;0;646004.7811;6861128.3349;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049
48.8871839469,2.32577967481;"{""type"": ""Point"", ""coordinates"": [2.325779674806891, 48.887183946865775]}";416;LA FOURCHE;La Fourche;;;71474;La Fourche;43548;La Fourche;2344;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01546;C01383;13;5.0;13-114067;13;METRO;METRO 13;RATP;0;1;0;650559.5701;6865452.1927;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1
48.8487416657,2.29893091175;"{""type"": ""Point"", ""coordinates"": [2.298930911748061, 48.8487416657178]}";421;LA MOTTE-PICQUET-GRENELLE;La Motte Picquet-Grenelle;;;71199;La Motte Picquet - Grenelle;43566;La Motte Picquet - Grenelle;2143;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01539;C01376;6;12.0;6-106071;6;METRO;METRO 6;RATP;0;1;0;648552.855;6861194.8727;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0
48.8896740712,2.3387606492;"{""type"": ""Point"", ""coordinates"": [2.338760649199276, 48.889674071188125]}";419;LAMARCK-CAULAINCOURT;Lamarck-Caulaincourt;;;71492;Lamarck Caulaincourt;43600;Lamarck Caulaincourt;2303;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;C01382;12;4.0;12-112077;12;METRO;METRO 12;RATP;0;1;0;651513.7584;6865721.0309;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49
48.8852161821,2.37966307748;"{""type"": ""Point"", ""coordinates"": [2.379663077480466, 48.88521618209459]}";426;LAUMIERE;Laumière;;;71957;Laumière;45581;Laumière;2116;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01538;C01375;5;11.0;5-105051;5;METRO;METRO 5;RATP;0;1;0;654509.0245;6865200.9983;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273
48.8101299573,2.36226338713;"{""type"": ""Point"", ""coordinates"": [2.362263387127348, 48.81012995727392]}";442;LE KREMLIN-BICETRE;Le Kremlin-Bicêtre;;;70452;Le Kremlin - Bicêtre;43643;Le Kremlin - Bicêtre;2159;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;C01377;7;13.0;7-107095;7;METRO;METRO 7;RATP;0;1;0;653165.655;6856862.2879;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a
48.8811915206,2.27168672105;"{""type"": ""Point"", ""coordinates"": [2.271686721050983, 48.88119152058607]}";463;LES SABLONS (JARDIN D'ACCLIMATATION);Les Sablons;Jardin d’Acclimatation;;425779;Les Sablons;43785;Les Sablons;2003;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01534;C01371;1;1.0;1-101075;1;METRO;METRO 1;RATP;0;1;0;646586.9079;6864821.1041;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/f99937fd31b1787d79e47d20b18f71c4
48.8887060198,2.28808363305;"{""type"": ""Point"", ""coordinates"": [2.288083633048503, 48.88870601977513]}";478;LOUISE MICHEL;Louise Michel;;;73667;Louise Michel;51613;Louise Michel;2052;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01536;C01373;3;8.0;3-103077;3;METRO;METRO 3;RATP;0;1;0;647796.9264;6865645.6998;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a
48.8700997328,2.32516410954;"{""type"": ""Point"", ""coordinates"": [2.325164109535878, 48.870099732848466]}";487;MADELEINE;Madeleine;;;71324;Madeleine;43898;Madeleine;2310;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;C01382;12;4.0;12-108039;12;METRO;METRO 12;RATP;0;1;0;650498.1966;6863552.9304;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49
48.9033300946,2.30592414987;"{""type"": ""Point"", ""coordinates"": [2.305924149869318, 48.903330094573725]}";491;MAIRIE DE CLICHY;Mairie de Clichy;;;72118;Mairie de Clichy;44012;Mairie de Clichy;2347;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01546;C01383;13;5.0;13-113073;13;METRO;METRO 13;RATP;0;1;0;649119.3873;6867260.1725;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1
48.8871348691,2.38696001714;"{""type"": ""Point"", ""coordinates"": [2.386960017135177, 48.88713486907655]}";614;OURCQ;Ourcq;;;71972;Ourcq;44227;Ourcq;2117;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01538;C01375;5;11.0;5-105049;5;METRO;METRO 5;RATP;0;1;0;655045.7743;6865410.1669;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273
48.8623480308,2.33649646231;"{""type"": ""Point"", ""coordinates"": [2.336496462305488, 48.862348030847805]}";618;PALAIS ROYAL-MUSEE DU LOUVRE;Palais Royal - Musée du Louvre;;;71297;Palais Royal - Musée Du Louvre;44236;Palais Royal - Musée Du Louvre;2012;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01534;C01371;1;1.0;1-101057;1;METRO;METRO 1;RATP;0;1;0;651322.2057;6862683.9581;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/f99937fd31b1787d79e47d20b18f71c4
48.8628296728,2.3368783976;"{""type"": ""Point"", ""coordinates"": [2.336878397596705, 48.86282967278996]}";619;PALAIS ROYAL-MUSEE DU LOUVRE;Palais Royal - Musée du Louvre;;;71297;Palais Royal - Musée Du Louvre;44236;Palais Royal - Musée Du Louvre;2171;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;C01377;7;13.0;7-101057;7;METRO;METRO 7;RATP;0;1;0;651350.6754;6862737.2773;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a
48.857448691,2.28581244413;"{""type"": ""Point"", ""coordinates"": [2.28581244413408, 48.8574486909751]}";626;PASSY;Passy;;;71237;Passy;45417;Passy;2146;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01539;C01376;6;12.0;6-106077;6;METRO;METRO 6;RATP;0;1;0;647598.9541;6862171.635;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0
48.842871275,2.31244751307;"{""type"": ""Point"", ""coordinates"": [2.312447513065986, 48.842871275006324]}";628;PASTEUR;Pasteur;;;71125;Pasteur;44273;Pasteur;2320;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;C01382;12;4.0;12-112043;12;METRO;METRO 12;RATP;0;1;0;649539.0462;6860533.4239;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49
48.8684401633,2.40156171274;"{""type"": ""Point"", ""coordinates"": [2.401561712742541, 48.868440163275466]}";630;PELLEPORT;Pelleport;;;71828;Pelleport;45630;Pelleport;2358;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01549;C01386;M3bis;9.0;3b-116035;3bis;METRO;METRO 3bis;RATP;0;1;0;656100.7414;6863323.2148;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/84385f6415d8d60e0a135171e93312a5
48.8339363927,2.31807828549;"{""type"": ""Point"", ""coordinates"": [2.31807828549193, 48.833936392650784]}";636;PERNETY;Pernety;;;412687;Pernety;44316;Pernety;2332;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01546;C01383;13;5.0;13-114043;13;METRO;METRO 13;RATP;0;1;0;649943.7106;6859536.3792;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1
48.8450615799,2.40128901983;"{""type"": ""Point"", ""coordinates"": [2.401289019827348, 48.84506157994488]}";641;PICPUS;Picpus;;;71639;Picpus;44334;Picpus;2124;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01539;C01376;6;12.0;6-106033;6;METRO;METRO 6;RATP;0;1;0;656061.0276;6860723.8589;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0
48.815930763,2.37726720015;"{""type"": ""Point"", ""coordinates"": [2.377267200151936, 48.81593076304921]}";642;PIERRE CURIE;Pierre et Marie Curie;;;70537;Pierre et Marie Curie;44343;Pierre et Marie Curie;2152;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;C01377;7;13.0;7-107089;7;METRO;METRO 7;RATP;0;1;0;654272.5743;6857498.469;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a
48.8768063892,2.39305609332;"{""type"": ""Point"", ""coordinates"": [2.393056093323957, 48.8768063892198]}";650;PLACE DES FETES;Place des Fêtes;;;71885;Place des Fêtes;44396;Place des Fêtes;2295;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01544;C01381;11;3.0;11-111039;11;METRO;METRO 11;RATP;0;1;0;655483.9629;6864258.2457;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/964a06dc4dd9a4041b09c37567bd5b94
48.831433631,2.35564364302;"{""type"": ""Point"", ""coordinates"": [2.355643643022594, 48.83143363103184]}";654;PLACE D'ITALIE;Place d'Italie;;;71033;Place d'Italie;44371;Place d'Italie;2162;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;C01377;7;13.0;7-105081;7;METRO;METRO 7;RATP;0;1;0;652698.8522;6859234.9421;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a
48.8709917839,2.33198952268;"{""type"": ""Point"", ""coordinates"": [2.331989522683247, 48.8709917839485]}";606;OPERA;Opéra;;;71337;Opéra;42237;Opéra;2061;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01536;C01373;3;8.0;3-108041;3;METRO;METRO 3;RATP;0;1;0;650999.694;6863647.8625;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a
48.8585111299,2.32315485584;"{""type"": ""Point"", ""coordinates"": [2.323154855841107, 48.858511129873776]}";803;SOLFERINO;Solférino;Musée d'Orsay;;71270;Solférino;44840;Solférino;2313;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;C01382;12;4.0;12-112057;12;METRO;METRO 12;RATP;0;1;0;650339.7683;6862265.6354;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49
48.8844208864,2.36589381994;"{""type"": ""Point"", ""coordinates"": [2.365893819935267, 48.884420886363294]}";809;STALINGRAD;Stalingrad;;;71961;Stalingrad;44901;Stalingrad;2114;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01538;C01375;5;11.0;5-105055;5;METRO;METRO 5;RATP;0;1;0;653498.5991;6865120.5866;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273
48.8694907745,2.35439176839;"{""type"": ""Point"", ""coordinates"": [2.354391768393706, 48.86949077450188]}";836;STRASBOURG-SAINT-DENIS;Strasbourg-Saint-Denis;;;73633;Strasbourg - Saint-Denis;44909;Strasbourg Saint-Denis;2083;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01537;C01374;4;10.0;4-109067;4;METRO;METRO 4;RATP;0;1;0;652641.5551;6863467.2926;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb
48.8973747955,2.32894281278;"{""type"": ""Point"", ""coordinates"": [2.328942812779893, 48.897374795529515]}";696;PORTE DE SAINT-OUEN;Porte de Saint-Ouen;;;72078;Porte de Saint-Ouen;44525;Porte de Saint-Ouen;2350;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01546;C01383;13;5.0;13-114071;13;METRO;METRO 13;RATP;0;1;0;650801.1471;6866583.3841;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1
48.8277955435,2.30553466965;"{""type"": ""Point"", ""coordinates"": [2.305534669653894, 48.827795543495355]}";700;PORTE DE VANVES;Porte de Vanves;;;71006;Porte de Vanves;44526;Porte de Vanves;2330;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01546;C01383;13;5.0;13-114039;13;METRO;METRO 13;RATP;0;1;0;649016.968;6858861.6144;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1
48.8771748193,2.406480157;"{""type"": ""Point"", ""coordinates"": [2.406480156998485, 48.877174819305466]}";697;PORTE DES LILAS;Porte des Lilas;;;71889;Porte des Lilas;44529;Porte des Lilas;2297;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01544;C01381;11;3.0;11-111035;11;METRO;METRO 11;RATP;0;1;0;656468.8342;6864291.7286;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/964a06dc4dd9a4041b09c37567bd5b94
48.8695852435,2.33621884752;"{""type"": ""Point"", ""coordinates"": [2.336218847521674, 48.8695852434845]}";719;QUATRE SEPTEMBRE;Quatre Septembre;;;71313;Quatre Septembre;44587;Quatre Septembre;2062;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01536;C01373;3;8.0;3-103057;3;METRO;METRO 3;RATP;0;1;0;651308.6039;6863488.8496;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a
48.8389642807,2.33075419209;"{""type"": ""Point"", ""coordinates"": [2.330754192086216, 48.83896428071055]}";723;RASPAIL;Raspail;;;71088;Raspail;45314;Raspail;2096;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01537;C01374;4;10.0;4-104071;4;METRO;METRO 4;RATP;0;1;0;650878.8981;6860087.4642;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb
48.8671116386,2.36423494565;"{""type"": ""Point"", ""coordinates"": [2.364234945646939, 48.867111638584994]}";733;REPUBLIQUE;République;;;71311;République;44617;République;2238;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;C01379;9;16.0;9-109069;9;METRO;METRO 9;RATP;0;1;0;653361.4534;6863196.8918;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a
48.8822269008,2.32127492677;"{""type"": ""Point"", ""coordinates"": [2.321274926766348, 48.88222690081933]}";746;ROME;Rome;;;71408;Rome;44662;Rome;2042;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01535;C01372;2;7.0;2-102067;2;METRO;METRO 2;RATP;0;1;0;650224.5081;6864903.8302;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1
48.838427297,2.3609671677;"{""type"": ""Point"", ""coordinates"": [2.360967167698854, 48.838427296967566]}";773;SAINT-MARCEL;Saint-Marcel;;;71092;Saint-Marcel;44875;Saint-Marcel;2103;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01538;C01375;5;11.0;5-105077;5;METRO;METRO 5;RATP;0;1;0;653095.9282;6860009.3865;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273
48.8568713792,2.31505663732;"{""type"": ""Point"", ""coordinates"": [2.315056637317088, 48.85687137924917]}";873;VARENNE;Varenne;;;71232;Varenne;45131;Varenne;2337;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01546;C01383;13;5.0;13-114053;13;METRO;METRO 13;RATP;0;1;0;649744.034;6862088.4335;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1
48.8422184136,2.32900892624;"{""type"": ""Point"", ""coordinates"": [2.329008926235402, 48.842218413613516]}";879;VAVIN;Vavin;;;71117;Vavin;44997;Vavin;2095;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01537;C01374;4;10.0;4-104069;4;METRO;METRO 4;RATP;0;1;0;650753.8774;6860450.3764;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb
48.9231037797,2.28627957753;"{""type"": ""Point"", ""coordinates"": [2.286279577529782, 48.923103779666015]}";1007;LES AGNETTES-ASNIERES-GENNEVILLIERS;Les Agnettes;;;72240;Les Agnettes;43693;Les Agnettes;4130;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01546;C01383;13;5.0;13-113077;13;METRO;METRO 13;RATP;0;1;0;647699.216;6869471.7685;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1
48.8636109376,2.28758016253;"{""type"": ""Point"", ""coordinates"": [2.287580162529651, 48.86361093764566]}";862;TROCADERO;Trocadéro;;;71285;Trocadéro;44962;Trocadéro;2147;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01539;C01376;6;12.0;6-109043;6;METRO;METRO 6;RATP;0;1;0;647734.8329;6862855.649;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0
48.8701642009,2.35049797186;"{""type"": ""Point"", ""coordinates"": [2.350497971863091, 48.87016420090055]}";90;BONNE NOUVELLE;Bonne Nouvelle;;;71320;Bonne Nouvelle;45100;Bonne Nouvelle;2211;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01541;C01378;8;15.0;8-108047;8;METRO;METRO 8;RATP;0;1;0;652356.5489;6863544.515;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51
48.8839585735,2.33192659089;"{""type"": ""Point"", ""coordinates"": [2.33192659088504, 48.88395857351673]}";76;BLANCHE;Blanche;;;71420;Blanche;42337;Blanche;2040;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01535;C01372;2;7.0;2-102063;2;METRO;METRO 2;RATP;0;1;0;651007.2769;6865089.7195;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1
48.8406632293,2.32638461079;"{""type"": ""Point"", ""coordinates"": [2.326384610792846, 48.840663229299565]}";250;EDGAR QUINET;Edgar Quinet;;;71108;Edgar Quinet;45313;Edgar Quinet;2138;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01539;C01376;6;12.0;6-106061;6;METRO;METRO 6;RATP;0;1;0;650559.8002;6860279.0962;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0
48.8679053449,2.31354554995;"{""type"": ""Point"", ""coordinates"": [2.313545549946741, 48.86790534489708]}";144;CHAMPS-ELYSEES-CLEMENCEAU;Champs-Élysées – Clemenceau;Grand Palais;;71305;Champs-Élysées Clemenceau;42531;Champs-Élysées Clemenceau;2009;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01534;C01371;1;1.0;1-101063;1;METRO;METRO 1;RATP;0;1;0;649643.8307;6863316.2783;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/f99937fd31b1787d79e47d20b18f71c4
48.8545804991,2.38556348082;"{""type"": ""Point"", ""coordinates"": [2.385563480822885, 48.85458049908101]}";156;CHARONNE;Charonne;;;73647;Charonne;42560;Charonne;2234;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;C01379;9;16.0;9-109077;9;METRO;METRO 9;RATP;0;1;0;654915.2006;6861791.1422;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a
48.8649166851,2.39898444025;"{""type"": ""Point"", ""coordinates"": [2.398984440248072, 48.864916685051824]}";301;GAMBETTA;Gambetta;;;71808;Gambetta;43055;Gambetta;2072;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01536;C01373;3;8.0;3-103037;3;METRO;METRO 3;RATP;0;1;0;655908.7036;6862932.8653;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a
48.8574518326,2.35100846139;"{""type"": ""Point"", ""coordinates"": [2.351008461394824, 48.85745183264241]}";353;HOTEL DE VILLE;Hôtel de Ville;;;415852;Hôtel de Ville;470524;Hôtel de Ville;2287;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01544;C01381;11;3.0;11-101051;11;METRO;METRO 11;RATP;0;1;0;652382.3765;6862130.6937;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/964a06dc4dd9a4041b09c37567bd5b94
48.8429386959,2.26003290221;"{""type"": ""Point"", ""coordinates"": [2.260032902212424, 48.842938695862536]}";278;EXELMANS;Exelmans;;;71124;Exelmans;42977;Exelmans;2258;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;C01379;9;16.0;9-109029;9;METRO;METRO 9;RATP;0;1;0;645692.4042;6860575.6926;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a
48.8460276494,2.37496291887;"{""type"": ""Point"", ""coordinates"": [2.374962918873459, 48.84602764938301]}";962;GARE DE LYON;Gare de Lyon;;;73626;Gare de Lyon;43153;Gare de Lyon;2018;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01534;C01371;1;1.0;1-338;1;METRO;METRO 1;RATP;686006;1;1;654129.8636;6860846.2479;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/f99937fd31b1787d79e47d20b18f71c4
48.8843987952,2.36049131853;"{""type"": ""Point"", ""coordinates"": [2.360491318526144, 48.88439879515333]}";409;LA CHAPELLE;La Chapelle;;;71434;La Chapelle;43524;La Chapelle;2036;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01535;C01372;2;7.0;2-102055;2;METRO;METRO 2;RATP;0;1;0;653102.402;6865121.3253;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1
