Geo Point;Geo Shape;gares_id;nom_long;nom;nom_sous;nom_sur;id_ref_lda;nom_lda;id_ref_zdl;nom_zdl;num_mod;mode_;fer;train;rer;metro;tramway;navette;val;terfer;tertrain;terrer;termetro;tertram;ternavette;terval;idrefliga;idrefligc;ligne;cod_ligf;ligne_code;indice_lig;reseau;res_com;exploitant;num_psr;idf;principal;x;y;picto ligne
48.9637554296,2.3721031384;"{""type"": ""Point"", ""coordinates"": [2.372103138402568, 48.96375542962027]}";643;PIERREFITTE-STAINS;Pierrefitte Stains;;;72787;Pierrefitte - Stains;43179;Pierrefitte - Stains;2603;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01842;C01728;RER D;27.0;RER D-415;D;RER;RER D;SNCF;271163;1;0;654024.0938;6873938.8178;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54
48.9319502424,2.4962382812;"{""type"": ""Point"", ""coordinates"": [2.496238281204934, 48.93195024240254]}";36;AULNAY-SOUS-BOIS;Aulnay-sous-Bois;;;72646;Aulnay-sous-Bois;43071;Aulnay-sous-Bois;3011;Tramway;0;0;0;0;1;0;0;0;0;0;0;T4;0;0;A01761;C01843;T4;34.0;T4-405;4;TRAMWAY;TRAM 4;SNCF;271411;1;0;663090.8228;6870336.883;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/7906e64f9ef97531ad26719b8713713e
48.8833348766,2.23387143379;"{""type"": ""Point"", ""coordinates"": [2.233871433790775, 48.883334876553704]}";713;PUTEAUX;Puteaux;;;71422;Puteaux;43184;Puteaux;3551;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01192;C01390;T2;32.0;T2-379;2;TRAMWAY;TRAM 2;RATP;382382;1;0;643816.0049;6865085.6726;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6adc5920dae46cc3393723124d9e7886
48.7803137964,2.31230771689;"{""type"": ""Point"", ""coordinates"": [2.312307716888593, 48.780313796396975]}";102;BOURG-LA-REINE;Bourg-la-Reine;;;70033;Bourg-la-Reine;43097;Bourg-la-Reine;2467;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01857;C01743;RER B;25.0;RER B-298;B;RER;RER B;RATP;758698;1;0;649468.2085;6853577.9767;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1
48.4344906129,2.37667281716;"{""type"": ""Point"", ""coordinates"": [2.376672817155075, 48.43449061285579]}";106;BOUTIGNY-SUR-ESSONNE;Boutigny;;;59565;Boutigny;47895;Boutigny;2888;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01842;C01728;RER D;27.0;RER D-214;D;RER;RER D;SNCF;681478;1;0;653894.1826;6815094.2882;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54
48.9323054161,2.47567437083;"{""type"": ""Point"", ""coordinates"": [2.475674370833512, 48.93230541606911]}";77;BLANC-MESNIL;Le Blanc-Mesnil;;;72648;Le Blanc-Mesnil;46163;Le Blanc-Mesnil;2483;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01857;C01743;RER B;25.0;RER B-404;B;RER;RER B;SNCF;271478;1;0;661584.448;6870386.1867;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1
48.894012515,2.47979332996;"{""type"": ""Point"", ""coordinates"": [2.479793329961401, 48.89401251501927]}";89;BONDY;Bondy;;;72037;Bondy;43096;Bondy;2937;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01843;C01729;RER E;28.0;RER E-361;E;RER;RER E;SNCF;113407;1;0;661858.1728;6866126.0843;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/528f29b53fa23aaf2d4c4f0b14c0bf87
49.0918829954,3.06269040835;"{""type"": ""Point"", ""coordinates"": [3.062690408354957, 49.09188299537501]}";229;CROUY-SUR-OURCQ;Crouy-sur-Ourcq;;;69435;Crouy-sur-Ourcq;47491;Crouy-sur-Ourcq;2995;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01844;C01730;LIGNE P;18.0;LIGNE P-434;P;TRAIN;TRAIN P;SNCF;116640;1;1;704579.0562;6888007.251;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3216a7aca01ab7c67110982329e4a82e
48.7255353058,2.41956502438;"{""type"": ""Point"", ""coordinates"": [2.41956502437794, 48.72553530576058]}";3;ABLON;Ablon;;;69554;Ablon;46387;Ablon;2550;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;C01727;RER C;26.0;RER C-425;C;RER;RER C;SNCF;545269;1;0;657304.576;6847424.3179;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c
48.9706650483,2.07773176593;"{""type"": ""Point"", ""coordinates"": [2.077731765931403, 48.9706650483331]}";7;ACHERES-VILLE;Achères-Ville;;;73604;Achères Ville;46647;Achères Ville;2698;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A02176;C01740;LIGNE L;30.0;LIGNE L-127;L;TRAIN;TRAIN L;SNCF;381657;1;0;632479.4116;6874918.7325;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/954a47388dc356e3473289e5f47d0270
48.3112962757,2.00352500008;"{""type"": ""Point"", ""coordinates"": [2.003525000080969, 48.31129627565133]}";18;ANGERVILLE;Angerville;;;59403;Angerville;47917;Angerville;2817;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;;GRD LIGNES;37.0;GRD LIGNES-194;GL;GRANDES LIGNES;GL;SNCF;543090;1;0;626121.8463;6801685.3314;
48.9321960051,2.49551314123;"{""type"": ""Point"", ""coordinates"": [2.495513141228173, 48.93219600505699]}";37;AULNAY-SOUS-BOIS;Aulnay-sous-Bois;;;72646;Aulnay-sous-Bois;43071;Aulnay-sous-Bois;2484;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01857;C01743;RER B;25.0;RER B-405;B;RER;RER B;SNCF;271411;1;1;663037.8692;6870364.5511;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1
48.8189478009,2.22980800373;"{""type"": ""Point"", ""coordinates"": [2.229808003729513, 48.818947800937735]}";62;BELLEVUE;Bellevue;;;69528;Bellevue;43088;Bellevue;2754;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01847;C01736;LIGNE N;22.0;LIGNE N-289;N;TRAIN;TRAIN N;SNCF;393116;1;0;643448.1911;6857929.4251;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6c2116392b125e3a2f6d9d754db243a8
49.0984002625,2.36127055524;"{""type"": ""Point"", ""coordinates"": [2.361270555241056, 49.09840026247685]}";63;BELLOY-SAINT-MARTIN;Belloy-Saint-Martin;;;67126;Belloy - Saint-Martin;47524;Belloy - Saint-Martin;3061;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01849;C01737;LIGNE H;20.0;LIGNE H-264;H;TRAIN;TRAIN H;SNCF;276550;1;0;653352.0527;6888918.9524;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3544694520ec675b39cbddf7993a4b79
48.8599987304,1.8755955903;"{""type"": ""Point"", ""coordinates"": [1.875595590302067, 48.85999873043873]}";69;BEYNES;Beynes;;;64338;Beynes;46857;Beynes;2779;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01847;C01736;LIGNE N;22.0;LIGNE N-91;N;TRAIN;TRAIN N;SNCF;393363;1;0;617506.4097;6862805.5644;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6c2116392b125e3a2f6d9d754db243a8
49.0325740896,2.69945308646;"{""type"": ""Point"", ""coordinates"": [2.69945308646072, 49.032574089566886]}";230;DAMMARTIN-JUILLY-SAINT-MARD;Dammartin-Juilly-Saint-Mard;;;69254;Gare de Dammartin Juilly Saint Mard;46736;Dammartin - Juilly - Saint-Mard;3098;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A02175;C01738;LIGNE K;36.0;LIGNE K-37;K;TRAIN;TRAIN K;SNCF;271536;1;1;678022.2848;6881451.1385;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/cf0e0e961ab19271dd0a5e79cece251d
48.9633441128,1.80909450877;"{""type"": ""Point"", ""coordinates"": [1.809094508773783, 48.96334411275807]}";261;EPONE-MEZIERES;Épône-Mézières;;;65326;Épône - Mézières;47882;Épône - Mézières;2783;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01847;C01736;LIGNE N;22.0;LIGNE N-130;N;TRAIN;TRAIN N;SNCF;386763;1;0;612801.1351;6874367.855;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6c2116392b125e3a2f6d9d754db243a8
48.5775084894,2.19206306877;"{""type"": ""Point"", ""coordinates"": [2.192063068770897, 48.57750848943182]}";109;BREUILLET-BRUYERES-LE-CHATEL;Breuillet;Bruyères-Le-Châtel;;60028;Breuillet - Bruyères-le-Châtel;47925;Breuillet - Bruyères-le-Châtel;2568;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;C01727;RER C;26.0;RER C-198;C;RER;RER C;SNCF;545483;1;0;640402.1892;6831115.3788;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c
48.8618222746,2.34701268722;"{""type"": ""Point"", ""coordinates"": [2.347012687216213, 48.86182227459668]}";170;CHATELET-LES HALLES;Châtelet-Les Halles;;;474151;Châtelet les Halles;45102;Châtelet les Halles;2600;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01842;C01728;RER D;27.0;RER D-326;D;RER;RER D;RATP;999903;1;1;652093.2251;6862619.0668;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54
48.874144083,2.58333116078;"{""type"": ""Point"", ""coordinates"": [2.583331160781805, 48.87414408302406]}";178;CHELLES-GOURNAY;Chelles-Gournay;;;68407;Chelles - Gournay;58879;Chelles - Gournay;2933;RER;1;0;1;0;0;0;0;RER_E;0;RER_E;0;0;0;0;A01843;C01729;RER E;28.0;RER E-1;E;RER;RER E;SNCF;116111;1;1;669437.8838;6863871.7539;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/528f29b53fa23aaf2d4c4f0b14c0bf87
48.7434839859,1.92103660004;"{""type"": ""Point"", ""coordinates"": [1.921036600039738, 48.74348398592532]}";193;COIGNIERES;Coignières;;;63369;Coignières;47932;Coignières;2763;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01847;C01736;LIGNE N;22.0;LIGNE N-83;N;TRAIN;TRAIN N;SNCF;393272;1;0;620663.0266;6849805.0329;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6c2116392b125e3a2f6d9d754db243a8
48.9239186266,2.25934570305;"{""type"": ""Point"", ""coordinates"": [2.25934570305215, 48.92391862656036]}";194;COLOMBES;Colombes;;;72244;Colombes;43113;Colombes;2655;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01852;C01739;LIGNE J;29.0;LIGNE J-396;J;TRAIN;TRAIN J;SNCF;381087;1;0;645726.4329;6869580.5532;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751
48.6134279136,2.4729336491;"{""type"": ""Point"", ""coordinates"": [2.472933649102296, 48.61342791358872]}";207;CORBEIL-ESSONNES;Corbeil-Essonnes;;;60309;Corbeil-Essonnes;43115;Corbeil-Essonnes;2885;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01842;C01728;RER D;27.0;RER D-205;D;RER;RER D;SNCF;681007;1;1;661146.9909;6834933.3117;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54
48.9328961655,2.30794323409;"{""type"": ""Point"", ""coordinates"": [2.307943234086859, 48.932896165549444]}";326;GENNEVILLIERS;Gennevilliers;;;72303;Gennevilliers;43130;Gennevilliers;2506;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;C01727;RER C;26.0;RER C-428;C;RER;RER C;SNCF;271205;1;0;649296.2115;6870546.5309;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c
49.023161999,2.46216896477;"{""type"": ""Point"", ""coordinates"": [2.462168964768088, 49.0231619990249]}";333;GOUSSAINVILLE;Goussainville;;;66535;Goussainville;47876;Goussainville;2606;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01842;C01728;RER D;27.0;RER D-257;D;RER;RER D;SNCF;276246;1;0;660663.7876;6880496.5332;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54
48.6055558264,2.46245649278;"{""type"": ""Point"", ""coordinates"": [2.462456492779696, 48.60555582637839]}";270;ESSONNES-ROBINSON;Essonnes-Robinson;;;422776;Essonnes Robinson;45759;Essonnes Robinson;2896;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01842;C01728;RER D;27.0;RER D-206;D;RER;RER D;SNCF;681601;1;0;660368.7153;6834063.3879;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54
48.4369239376,2.15953058757;"{""type"": ""Point"", ""coordinates"": [2.159530587565154, 48.43692393764029]}";271;ETAMPES;Étampes;;;478855;Étampes;43080;Étampes;2563;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;C01727;RER C;26.0;RER C-190;C;RER;RER C;SNCF;545137;1;1;637836.1692;6815513.6232;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c
48.8086539649,2.99310989478;"{""type"": ""Point"", ""coordinates"": [2.993109894780832, 48.80865396493314]}";281;FAREMOUTIERS-POMMEUSE;Faremoutiers-Pommeuse;;;67917;Faremoutiers - Pommeuse;47199;Faremoutiers - Pommeuse;2976;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01844;C01730;LIGNE P;18.0;LIGNE P-29;P;TRAIN;TRAIN P;SNCF;116277;1;0;699493.982;6856509.0652;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3216a7aca01ab7c67110982329e4a82e
48.9984153932,3.00795305575;"{""type"": ""Point"", ""coordinates"": [3.007953055749719, 48.99841539320161]}";364;ISLES-ARMENTIERES-CONGIS;Isles-Armentières-Congis;;;69162;Isles - Armentières - Congis;47484;Isles - Armentières - Congis;2993;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01844;C01730;LIGNE P;18.0;LIGNE P-17;P;TRAIN;TRAIN P;SNCF;116616;1;0;700581.9571;6877610.5064;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3216a7aca01ab7c67110982329e4a82e
48.9792922476,1.78397340775;"{""type"": ""Point"", ""coordinates"": [1.783973407750886, 48.979292247645304]}";365;ISSOU-PORCHEVILLE;Issou-Porcheville;;;65668;Gare d'Issou;46975;Gare d'Issou;2673;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01852;C01739;LIGNE J;29.0;LIGNE J-117;J;TRAIN;TRAIN J;SNCF;381574;1;0;610989.2074;6876169.2187;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751
48.6896979337,2.38275720308;"{""type"": ""Point"", ""coordinates"": [2.382757203082265, 48.68969793365297]}";385;JUVISY;Juvisy;;;478505;Juvisy;45739;Juvisy;2552;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;C01727;RER C;26.0;RER C-151;C;RER;RER C;SNCF;545244;1;1;654565.9877;6843460.5563;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c
49.0057625368,1.90178197858;"{""type"": ""Point"", ""coordinates"": [1.901781978581044, 49.00576253681603]}";541;MEULAN-HARDRICOURT;Meulan-Hardricourt;;;66321;Meulan - Hardricourt;46897;Meulan - Hardricourt;2670;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01852;C01739;LIGNE J;29.0;LIGNE J-120;J;TRAIN;TRAIN J;SNCF;381830;1;0;619652.9213;6878986.2993;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751
48.8821891367,2.7060141784;"{""type"": ""Point"", ""coordinates"": [2.706014178396359, 48.882189136701946]}";417;LAGNY-THORIGNY;Lagny-Thorigny;;;68494;Lagny - Thorigny;427872;Lagny - Thorigny;2989;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01844;C01730;LIGNE P;18.0;LIGNE P-3;P;TRAIN;TRAIN P;SNCF;116319;1;0;678439.8036;6864725.8415;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3216a7aca01ab7c67110982329e4a82e
48.8082965868,2.33435430694;"{""type"": ""Point"", ""coordinates"": [2.334354306939409, 48.80829658681761]}";403;LAPLACE;Laplace;;;70427;Laplace;43607;Laplace;2470;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01857;C01743;RER B;25.0;RER B-308;B;RER;RER B;RATP;758664;1;0;651114.3864;6856675.3578;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1
48.6930965921,1.85659206527;"{""type"": ""Point"", ""coordinates"": [1.856592065267457, 48.69309659211611]}";432;LE PERRAY;Le Perray;;;62804;Le Perray;43235;Le Perray;2765;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01847;C01736;LIGNE N;22.0;LIGNE N-100;N;TRAIN;TRAIN N;SNCF;393298;1;0;615843.5759;6844270.1577;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6c2116392b125e3a2f6d9d754db243a8
49.0331827681,2.47803336649;"{""type"": ""Point"", ""coordinates"": [2.478033366491635, 49.03318276813803]}";452;LES NOUES;Les Noues;;;66650;Les Noues;47968;Les Noues;2607;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01842;C01728;RER D;27.0;RER D-258;D;RER;RER D;SNCF;276238;1;0;661831.4374;6881603.1593;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54
48.8231518558,2.57983725527;"{""type"": ""Point"", ""coordinates"": [2.579837255273693, 48.82315185583907]}";968;LES YVRIS-NOISY-LE-GRAND;Les Yvris-Noisy-le-Grand;;;73096;Les Yvris Noisy-le-Grand;58288;Les Yvris Noisy-le-Grand;2938;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01843;C01729;RER E;28.0;RER E-419;E;RER;RER E;SNCF;113803;1;0;669151.4424;6858203.1511;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/528f29b53fa23aaf2d4c4f0b14c0bf87
48.8680644232,2.07671910268;"{""type"": ""Point"", ""coordinates"": [2.07671910267729, 48.86806442324712]}";464;L'ETANG-LA-VILLE;L'Étang-la-Ville;;;73603;L'Étang-la-Ville;47937;L'Étang-la-Ville;2722;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A02176;C01740;LIGNE L;30.0;LIGNE L-142;L;TRAIN;TRAIN L;SNCF;382473;1;0;632271.8741;6863511.0473;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/954a47388dc356e3473289e5f47d0270
48.5102651762,2.67897398269;"{""type"": ""Point"", ""coordinates"": [2.678973982685896, 48.51026517616757]}";471;LIVRY-SUR-SEINE;Livry-sur-Seine;;;61826;Livry-sur-Seine;45804;Livry-sur-Seine;2905;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01845;C01731;LIGNE R;19.0;LIGNE R-53;R;TRAIN;TRAIN R;SNCF;682401;1;0;676288.6411;6823383.5444;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/4ddabed87b80181debb386c00af5d5bb
48.7059689848,2.21226237802;"{""type"": ""Point"", ""coordinates"": [2.212262378017492, 48.70596898482228]}";483;LOZERE;Lozère;École Polytechnique;;63029;Lozère;474069;Lozère;2457;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01857;C01743;RER B;25.0;RER B-174;B;RER;RER B;RATP;758821;1;0;642034.6212;6845381.1235;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1
49.1171321315,2.42010703417;"{""type"": ""Point"", ""coordinates"": [2.420107034171445, 49.117132131476644]}";485;LUZARCHES;Luzarches;;;67177;Luzarches;47528;Luzarches;3064;Train;1;1;0;0;0;0;0;TRAIN_H;TRAIN_H;0;0;0;0;0;A01849;C01737;LIGNE H;20.0;LIGNE H-267;H;TRAIN;TRAIN H;SNCF;276576;1;1;657664.2411;6890969.1213;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3544694520ec675b39cbddf7993a4b79
48.7081405836,2.23731436464;"{""type"": ""Point"", ""coordinates"": [2.237314364639455, 48.708140583645324]}";617;PALAISEAU-VILLEBON;Palaiseau-Villebon;;;63067;Palaiseau - Villebon;43175;Palaiseau - Villebon;2458;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01857;C01743;RER B;25.0;RER B-173;B;RER;RER B;RATP;758813;1;0;643880.336;6845604.4536;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1
49.1477195065,2.27782319062;"{""type"": ""Point"", ""coordinates"": [2.277823190616863, 49.14771950649785]}";637;PERSAN-BEAUMONT;Persan-Beaumont;;;67292;Persan - Beaumont;43178;Persan - Beaumont;3067;Train;1;1;0;0;0;0;0;TRAIN_H;TRAIN_H;0;0;0;0;0;A01849;C01737;LIGNE H;20.0;LIGNE H-270;H;TRAIN;TRAIN H;SNCF;276469;1;1;647308.0192;6894456.6729;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3544694520ec675b39cbddf7993a4b79
48.6763813253,2.3332494585;"{""type"": ""Point"", ""coordinates"": [2.333249458502209, 48.67638132528038]}";639;PETIT-VAUX;Petit-Vaux;;;60985;Petit Vaux;47945;Petit Vaux;2802;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;C01727;RER C;26.0;RER C-161;C;RER;RER C;SNCF;393652;1;0;650909.4035;6842009.7215;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c
48.6140152409,2.88825289679;"{""type"": ""Point"", ""coordinates"": [2.888252896788077, 48.61401524091605]}";569;MORMANT;Mormant;;;62351;Mormant;47184;Mormant;2965;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01844;C01730;LIGNE P;18.0;LIGNE P-39;P;TRAIN;TRAIN P;SNCF;116087;1;0;691762.5299;6834874.7643;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3216a7aca01ab7c67110982329e4a82e
48.636351368,2.40779628752;"{""type"": ""Point"", ""coordinates"": [2.407796287520861, 48.63635136800817]}";609;ORANGIS-BOIS DE L'EPINE;Orangis-Bois de l'Epine;;;60542;Orangis Bois de l'Épine;48489;Orangis Bois de l'Épine;2893;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01842;C01728;RER D;27.0;RER D-166;D;RER;RER D;SNCF;681346;1;0;656364.5495;6837515.7346;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54
48.6975056699,2.1810544377;"{""type"": ""Point"", ""coordinates"": [2.181054437696623, 48.69750566989459]}";612;ORSAY-VILLE;Orsay-Ville;;;62892;Orsay Ville;43086;Orsay Ville;2455;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01857;C01743;RER B;25.0;RER B-218;B;RER;RER B;RATP;758847;1;0;639728.5186;6844463.5865;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1
48.8319161843,1.94440175807;"{""type"": ""Point"", ""coordinates"": [1.944401758066845, 48.83191618431853]}";657;PLAISIR-GRIGNON;Plaisir-Grignon;;;64199;Plaisir - Grignon;47885;Plaisir - Grignon;2771;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01847;C01736;LIGNE N;22.0;LIGNE N-88;N;TRAIN;TRAIN N;SNCF;393421;1;1;622512.4224;6859613.5503;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6c2116392b125e3a2f6d9d754db243a8
48.8309595286,1.96002656025;"{""type"": ""Point"", ""coordinates"": [1.960026560248268, 48.83095952864677]}";658;PLAISIR-LES-CLAYES;Plaisir-les-Clayes;;;64195;Plaisir - Les Clayes;43181;Plaisir - Les Clayes;2770;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01847;C01736;LIGNE N;22.0;LIGNE N-87;N;TRAIN;TRAIN N;SNCF;393629;1;0;623657.9138;6859491.9671;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6c2116392b125e3a2f6d9d754db243a8
48.9332654061,2.04107228968;"{""type"": ""Point"", ""coordinates"": [2.041072289675926, 48.933265406128534]}";660;POISSY;Poissy;;;64883;Poissy;47874;Poissy;2434;RER;1;0;1;0;0;0;0;RER_A;0;RER_A;0;0;0;0;A01856;C01742;RER A;24.0;RER A-136;A;RER;RER A;SNCF;386573;1;1;629745.1416;6870791.9926;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a
49.0466457626,2.09519506723;"{""type"": ""Point"", ""coordinates"": [2.095195067225968, 49.04664576264112]}";676;PONTOISE;Pontoise;;;66816;Pontoise;44411;Pontoise;2577;RER;1;0;1;0;0;0;0;RER_C;0;RER_C;0;0;0;0;A01840;C01727;RER C;26.0;RER C-249;C;RER;RER C;SNCF;276139;1;1;633854.6907;6883353.2516;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c
